text,polarity_score,sentiment,sentiment_label
Support team ne madad nahi ki.,2,2,Neutral
ata jem dekte demon noy ak don baje ar jara game ar jonno niben tara ata teke 100 hat dure taken,7,0,Negative
valo na dui ta eksathe connect hoy na alada alada connect korte hoy tachara cheyechilam m90 pro diyeche m90,7,0,Negative
Quality theek hai par delivery der se hui.,6,0,Negative
Deal ka price affordable tha budget ke andar tha Canada.,14,1,Positive
Product defective tha bohot niraash hua.,1,2,Neutral
valo akta product peyesi thanks,10,1,Positive
Okayish could be better.,7,0,Negative
Product ko return kiya.,2,2,Neutral
Movie ki kahani predictable thi lekin performances ne entertain kiya Pakistan.,6,0,Negative
product ta nissondehe valo but buds gulo charge a dile koyek bar nara deyar pore charge show kore abr majhe majhe charge chere dey,7,0,Negative
Show ke episodes kaafi interesting the France.,14,1,Positive
Movie ka pace acha tha India.,14,1,Positive
Poor packaging se problem hui.,2,2,Neutral
The experience was disappointing and stressful.,4,2,Neutral
valo kinto earbuds a samsung likha nai delivery aste onek late hoise,7,0,Negative
Customer service lacks proper training.,4,2,Neutral
Communication from support has been lacking.,1,2,Neutral
Show ki editing thodi better ho sakti thi Pakistan.,6,0,Negative
Customer support rude tha.,1,2,Neutral
Show ka direcciÃ³n behtar ho sakta tha thoda disappointing tha Australia.,3,2,Neutral
Post mein diya gaya advice kaafi upyogi tha South Africa.,14,1,Positive
Post par di gayi information helpful lagi Brazil.,13,1,Positive
Show ka screenplay entertaining nahi tha thoda sa boring lagta tha Australia.,3,2,Neutral
Problems with resolution are very common.,2,2,Neutral
Deal ki policy clear thi UK.,14,1,Positive
Much room for improvement in service quality.,4,2,Neutral
Show ka plot thoda confusing tha USA.,5,0,Negative
baje 1ra airpod ai price e 1 hour o charge thake na,7,0,Negative
Product price kam hona chahiye tha.,4,2,Neutral
Users are left frustrated and dissatisfied.,2,2,Neutral
shby nite paren vlo ase,7,0,Negative
Show ka screenplay thoda confusing lag raha tha Australia.,4,2,Neutral
Deal ke terms samajh mein nahi aaye Australia.,2,2,Neutral
Kharab packing se product damage ho gaya.,1,2,Neutral
Gussa aaya quality dekh ke.,1,2,Neutral
Show ke dialogues bohot prabhavit karne wale the Pakistan.,14,1,Positive
Kharab packaging ke karan product damage ho gaya.,2,2,Neutral
Bahut hi sukhad anubhav raha product use karke.,14,1,Positive
Product ki quality bahut achi hai.,14,1,Positive
Poor support follow-up leaves customers in limbo.,4,2,Neutral
Mujhe pasand nahi aaya.,3,2,Neutral
Lack of assistance in critical moments.,3,2,Neutral
Problems escalate without proper resolution.,3,2,Neutral
Show ki inspirational story ne sabko motivate kiya Canada.,14,1,Positive
Kuch expect nahi kiya tha product amazing hai.,14,1,Positive
Kabhi nahi kharidungaa.,2,2,Neutral
Product value for money hai Egypt.,14,1,Positive
Kharab quality se bohot niraash hu.,1,2,Neutral
goog quality sound valo clear price onujaye best,12,1,Positive
Sab kuch theek tha.,8,0,Negative
Maine purchase se khush hu.,14,1,Positive
vlo tobe samsung er opre jei light ta ace oita jole naamne dam onojayi baki sbkico thik thaktouch sensor work koreoverall good,10,1,Positive
Great product very useful.,14,1,Positive
Post ka visual appeal high tha Brazil.,14,1,Positive
Customer service representatives need better training.,4,2,Neutral
Product thoda mehenga tha.,5,0,Negative
Disappointed with the delay in support response.,3,2,Neutral
300 tk hishebe product kharap na consider kora jaite pare eta,7,0,Negative
Support staff are often rude and unhelpful.,4,2,Neutral
Show ki direction mehengi lagi Pakistan.,5,0,Negative
valoi silo ager ta tar jonno arekta nilam,7,0,Negative
Movie ka pacing thoda slow tha lekin acting ne pura compensate kiya Australia.,13,1,Positive
Customer service bohot helpful thi.,14,1,Positive
Post ka content kaafi informative tha Australia.,14,1,Positive
"ami shob somoy order kori daraz theke kintu ai bar amon products dibe kono din bavi nai 
onk baje akta product klk niyechi right side er ta kaaj kore r left tai charge e hoi na akdom nosto",7,0,Negative
Many conflicting instructions from different support agents.,4,2,Neutral
Show ka acting bohot professional tha India.,14,1,Positive
Product return process easy aur simple tha.,1,1,Positive
Service team bohot ache se madad karti hai.,12,1,Positive
Show ka last episode disappointing tha Canada.,2,2,Neutral
Movie ki kahani emotional aur touching thi India.,14,1,Positive
Expectation was higher than the actual outcome.,3,2,Neutral
Price zyada hai quality theek nahi hai.,3,2,Neutral
Price is too high for the quality offered.,3,2,Neutral
Show ke costumes authentic lage India.,14,1,Positive
Bohot disappoint hua.,1,2,Neutral
Post mein detailed information di gayi thi bahut help mili Australia.,14,1,Positive
Post manage karne mein thodi dikkat hui Brazil.,4,2,Neutral
product valobut c type charger kheyal kori nai akhon c type charger o nai akhon ki kora jay,7,0,Negative
jinis ti balo kinto babohar korar por bujte parbo,7,0,Negative
Deal ki policy well defined thi UK.,14,1,Positive
Show ke costumes thoda outdated lage UK.,5,0,Negative
Most users find the product difficult to configure.,7,2,Neutral
Post ki photos quality excellent thi Brazil.,14,1,Positive
Support is generally unhelpful and slow.,3,2,Neutral
Post ki language bohot friendly aur approachable thi Canada.,14,1,Positive
Movie ke scenes ne mujhe emotional kar diya lajawab act India.,14,1,Positive
Package kharab tha par product achha tha.,3,2,Neutral
Delivery time theek tha.,12,1,Positive
User experience is severely hampered by frequent errors.,3,2,Neutral
Service was okay nothing special.,7,0,Negative
alhamdulillah sound quality 100100 range o onk valo but charge backup aktu kom dei price onujaye onek valo product,7,0,Negative
Kharab packaging thi.,2,2,Neutral
product ta os3r cilo 1st time oder kre nicilam onk vlo lagce,7,0,Negative
Expected better from this product.,4,2,Neutral
Movie ki acting thodi flat lagi thoda zyada expectations the USA.,4,2,Neutral
price onujay valoi sound quality o valo,7,0,Negative
Okayish could be better.,7,0,Negative
Customer support ne madad ki timely response mila.,1,1,Positive
The product met my expectations.,13,1,Positive
Bad customer service se naraaz hu.,2,2,Neutral
Deal ki terms clear thi customer confident tha Australia.,14,1,Positive
Show ki dialogues me thodi kami thi UK.,5,0,Negative
Packaging thoda better ho sakta tha Chile.,7,0,Negative
Service thik thi.,7,0,Negative
Show ke dialogues kaafi repetitive the Australia.,6,0,Negative
Telegram chat mein order status regular mil raha tha customer khush USA.,14,1,Positive
Customer complaints generally do not receive proper attention.,3,0,Negative
Support team rude thi disappointed.,1,2,Neutral
No clear point of contact for urgent issues.,4,2,Neutral
Deal ki shipping late thi Pakistan.,6,0,Negative
Deal ki details confusing thi Singapore.,3,2,Neutral
Post mein diya gaya itinerary plan perfect tha trip bohot acha raha.,14,1,Positive
ummm yeah its a good productekhon dekhi kotodin chole ar kotokhon charge thke sound quality 1009,11,1,Positive
Mujhe product pasand aaya.,14,1,Positive
The product quality is no longer consistent.,3,2,Neutral
onek vlo thank you saller k and daraz k o special thanks for delivery man,12,1,Positive
Price thoda zyada tha.,5,0,Negative
Movie ke actors ne apni performance mein jaan daal di UK.,14,1,Positive
Deal ke documents complex lagte the Australia.,2,2,Neutral
Movie ka storyline bohot inspiring tha emotions se bharpoor tha India.,14,1,Positive
Bohot gussa aaya.,1,2,Neutral
Mujhe delivery mein thoda delay mila.,6,0,Negative
"dakhalo mi dilo apple ar duplicate ta bujlam na
but price onujaye product ta valo",7,0,Negative
Product ka color different tha packaging se.,6,0,Negative
Deal ne mujhe disappointment hi diya customer service bohot bekar thi Thailand.,1,2,Neutral
Product ke size mein thoda fark tha.,6,0,Negative
the airpod was goodami ank din jabot use korsibash valoproduct,7,0,Negative
Post manage karne mein thodi dikkat hui Brazil.,4,2,Neutral
"thnxxx for the product
valo clo",7,0,Negative
Experience has been below expectations on many levels.,2,2,Neutral
Post manage karne mein thodi dikkat hui Brazil.,4,2,Neutral
Movie ke sequences bohot engrossing the USA.,14,1,Positive
Product ki quality disappointing thi expectations se kam tha.,2,2,Neutral
Delay hone ki wajah se frustration hua.,3,2,Neutral
Show ke costumes thoda outdated lage UK.,5,0,Negative
Product ki design mujhe bahut pasand aayi.,14,1,Positive
Service disappoints more than it helps.,2,2,Neutral
Post ki quality aur content original tha viewers ko acha laga USA.,14,1,Positive
5 din us kore revu delam onek vlo dam onu jaie sund kulati o onek valo,7,0,Negative
Delivery mein problem hui.,4,2,Neutral
Show ke acting mein thoda improvement chahiye Pakistan.,4,2,Neutral
Bohot hi acha product hai.,14,1,Positive
Deal ke features mujhe pasand aaye UK.,14,1,Positive
Faster delivery hoti to best hota.,7,0,Negative
Deal cancellation policy clear thi hassle free thi.,1,1,Positive
Show ka plot thoda confusing tha USA.,5,0,Negative
Excellent quality aur fast delivery!,14,1,Positive
Experience has been far below acceptable standards.,2,2,Neutral
Service thik tha.,8,0,Negative
Show ka acting outstanding tha Pakistan.,14,1,Positive
Kharab service ne bahut pareshan kiya.,1,2,Neutral
product quality budget bibechonai bolte gele a,7,0,Negative
Deal ki price thodi zyada thi par quality acha tha UK.,5,0,Negative
Post ki layout modern aur attractive thi viewers engaged rahe UK.,14,1,Positive
Movie ka direction bohot bekaar tha France.,2,2,Neutral
Product ki packing quality average thi.,7,0,Negative
Deal ki customer service exceptional thi Pakistan.,14,1,Positive
Bohot ganda product tha bilkul bekaar.,1,2,Neutral
Movie ka pace thoda slow tha Pakistan.,6,0,Negative
Product kitne dino mein deliver hua?,7,0,Negative
Post ki design ne visual appeal badhaya Australia.,14,1,Positive
"product 1010
product sera sound quality bhalo",7,0,Negative
Telegram par product info regularly update hoti thi Australia.,14,1,Positive
alluhamdurilla ami time er age paigese,7,0,Negative
Bohot hi badhiya product hai Nepal.,14,1,Positive
Maine purchase se khush hu.,14,1,Positive
Deal ko lene ki process complicated thi US.,2,2,Neutral
Product ke size mein fark tha.,6,0,Negative
Movie ke kuch dialogues thode bore karne wale the Canada.,5,0,Negative
Service thik tha.,8,0,Negative
Kharab quality ki wajah se naraaz hu.,1,2,Neutral
Deal ki price thodi zyada thi UK.,5,0,Negative
Delivery mein thoda der hua.,6,0,Negative
