text,polarity_score,sentiment
Support team ne madad ki.,12,1
Price is awesome for the quality.,13,1
Samay par delivery ho gayi.,12,1
Kharab quality bilkul bekaar.,1,2
Service thik tha.,8,0
I am truly impressed.,14,1
Post par mila deal bahut hi acha tha India.,14,1
Post ki photos bahut sundar hain. Germany.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Post ka design creative tha. Australia.,14,1
Post ki language clear aur concise thi Germany.,14,1
Post ki caption bahut interesting thi Australia.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Post par mila unwanted spam USA.,2,2
Post ka visual appeal high tha Brazil.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Post par milne wala response achha tha Brazil.,14,1
Post par mila deal bahut hi acha tha India.,14,1
Post ki photos bahut sundar hain Germany.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Post ka design creative tha Australia.,14,1
Post ki language clear aur concise thi Germany.,14,1
Post ki caption bahut interesting thi Australia.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Post par mila unwanted spam USA.,2,2
Post ka visual appeal high tha Brazil.,14,1
Post par mila deal bahut hi acha tha India.,14,1
Post ki photos bahut sundar hain Germany.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Post ka design creative tha Australia.,14,1
Post ki language clear aur concise thi Germany.,14,1
Post ki caption bahut interesting thi Australia.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Post par mila unwanted spam USA.,2,2
Post ka visual appeal high tha Brazil.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Post par milne wala response achha tha Brazil.,14,1
Post par mila deal bahut hi acha tha India.,14,1
Post ki photos bahut sundar hain Germany.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Post ka design creative tha Australia.,14,1
Post ki language clear aur concise thi Germany.,14,1
Post ki caption bahut interesting thi Australia.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Post par mila unwanted spam USA.,2,2
Post ka visual appeal high tha Brazil.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Post par milne wala response achha tha Brazil.,14,1
Post par mila deal bahut hi acha tha India.,14,1
Post ki photos bahut sundar hain Germany.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Post ka design creative tha Australia.,14,1
Post ki language clear aur concise thi Germany.,14,1
Post ki caption bahut interesting thi Australia.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Post par mila unwanted spam USA.,2,2
Post ka visual appeal high tha Brazil.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Post par milne wala response achha tha Brazil.,14,1
Post par mila deal bahut hi acha tha India.,14,1
Post ki photos bahut sundar hain Germany.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Post ka design creative tha Australia.,14,1
Post ki language clear aur concise thi Germany.,14,1
Post ki caption bahut interesting thi Australia.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Post par mila unwanted spam USA.,2,2
Post ka visual appeal high tha Brazil.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Post par milne wala response achha tha Brazil.,14,1
Post par mila deal bahut hi acha tha India.,14,1
Post ki photos bahut sundar hain Germany.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Post ka design creative tha Australia.,14,1
Post ki language clear aur concise thi Germany.,14,1
Post ki caption bahut interesting thi Australia.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Post par mila unwanted spam USA.,2,2
Post ka visual appeal high tha Brazil.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Post par milne wala response achha tha Brazil.,14,1
Post par mila deal bahut hi acha tha India.,14,1
Post ki photos bahut sundar hain Germany.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Post ka design creative tha Australia.,14,1
Post ki language clear aur concise thi Germany.,14,1
Post ki caption bahut interesting thi Australia.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Post par mila unwanted spam USA.,2,2
Post ka visual appeal high tha Brazil.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Post par milne wala response achha tha Brazil.,14,1
Post par mila deal bahut hi acha tha India.,14,1
Post ki photos bahut sundar hain Germany.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Post ka design creative tha Australia.,14,1
Post ki language clear aur concise thi Germany.,14,1
Post ki caption bahut interesting thi Australia.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Post par mila unwanted spam USA.,2,2
Post ka visual appeal high tha Brazil.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Post par milne wala response achha tha Brazil.,14,1
Post par mila deal bahut hi acha tha India.,14,1
Post ki photos bahut sundar hain Germany.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Post ka design creative tha Australia.,14,1
Post ki language clear aur concise thi Germany.,14,1
Post ki caption bahut interesting thi Australia.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Post par mila unwanted spam USA.,2,2
Post ka visual appeal high tha Brazil.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Post par milne wala response achha tha Brazil.,14,1
Post par mila deal bahut hi acha tha India.,14,1
Post ki photos bahut sundar hain Germany.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Post ka design creative tha Australia.,14,1
Post ki language clear aur concise thi Germany.,14,1
Post ki caption bahut interesting thi Australia.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Post par mila unwanted spam USA.,2,2
Post ka visual appeal high tha Brazil.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Post par milne wala response achha tha Brazil.,14,1
Post par mila deal bahut hi acha tha India.,14,1
Post ki photos bahut sundar hain Germany.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Post ka design creative tha Australia.,14,1
Post ki language clear aur concise thi Germany.,14,1
Post ki caption bahut interesting thi Australia.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Post par mila unwanted spam USA.,2,2
Post ka visual appeal high tha Brazil.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Post par milne wala response achha tha Brazil.,14,1
Post par mila deal bahut hi acha tha India.,14,1
Post ki photos bahut sundar hain Germany.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Post ka design creative tha Australia.,14,1
Post ki language clear aur concise thi Germany.,14,1
Post ki caption bahut interesting thi Australia.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Post par mila unwanted spam USA.,2,2
Post ka visual appeal high tha Brazil.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Post par milne wala response achha tha Brazil.,14,1
Post par mila deal bahut hi acha tha India.,14,1
Post ki photos bahut sundar hain Germany.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Post ka design creative tha Australia.,14,1
Post ki language clear aur concise thi Germany.,14,1
Post ki caption bahut interesting thi Australia.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Post par mila unwanted spam USA.,2,2
Post ka visual appeal high tha Brazil.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Post par milne wala response achha tha Brazil.,14,1
Bohot gussa aaya.,1,2
Not satisfied with the purchase.,3,2
Really happy with this product.,13,1
Kuch samajh nahi aaya.,7,0
Poor service very rude staff.,2,2
Gift was received on time thank you!,12,1
The size did not fit properly.,6,0
Bahut shikayat hai.,2,2
Loved the design and build quality.,14,1
Okayish could be better.,7,0
Maine dobara nahi kharida.,2,2
Amazing quality and fast delivery!,14,1
The ambiance was pleasant and welcoming.,13,1
Problem jaldi solve hui.,12,1
Bohot kharab quality material hai.,1,2
Price is too high for the quality offered.,3,2
Satisfied with the purchase overall.,13,1
Very neutral feelings about the event.,7,0
The product works fine.,11,1
Bohot sukhad anubhav.,13,1
Phir se ye product kharidunga.,13,1
Delivery achi thi.,11,1
Sab kuch thik tha.,8,0
Price kam hona chahiye.,3,2
Service team bohot ache se madad karti hai.,12,1
Product quality pe thoda aur dhyan dena chahiye.,6,0
Bahut achhi customer support mili.,12,1
Problem solve karne mein der hui.,4,2
Umeed se accha product mila.,13,1
Kharab packaging thi.,2,2
Product thoda mehenga tha.,5,0
Bohot accha experience raha.,13,1
The product did not meet my expectations.,2,2
Quality theek hai par delivery der se hui.,6,0
Bohot badhiya design hai.,14,1
Service mein sudhar chahiye.,3,2
Nice product will buy again.,14,1
Kuch khas nahi tha.,7,0
Paisa vasool hai yeh product.,14,1
Product ka size sahi tha.,8,0
Very fast delivery!,14,1
Kharab service di gayi.,1,2
Love it highly recommend.,13,1
Delivery thodi der se hui.,5,0
Bahut hi bekaar quality.,1,2
Perfect product for daily use.,14,1
Chhota sa issue tha baaki sab thik tha.,7,0
Product mila samay par.,12,1
Kabhi nahi kharidungaa.,2,2
Quality average thi.,7,0
Kafi acha laga.,13,1
Bohot disappoint hua.,1,2
Support team ne madad nahi ki.,2,2
Amazing packaging!,14,1
Product theek tha.,8,0
Ek dum mast product!,14,1
Gussa aaya quality dekh ke.,1,2
Sab kuch best hai.,14,1
Time pe delivery hui.,12,1
Apna paisa vasool hua.,14,1
Product ki quality bahut badiya hai.,14,1
Delivery mein problem hui.,4,2
Great value for money.,14,1
Mujhe pasand aaya.,13,1
Product ko return kiya.,2,2
Thoda bekaar product mila.,2,2
Service thik thi.,7,0
I am satisfied with the purchase.,14,1
Design bahut accha hai.,14,1
Poor response from customer service.,2,2
Kabhi nahi kharidungaa.,2,2
Quality average thi.,7,0
Kafi acha laga.,13,1
Bohot disappoint hua.,1,2
Support team ne madad nahi ki.,2,2
Amazing packaging!,14,1
Product theek tha.,8,0
Ek dum mast product!,14,1
Gussa aaya quality dekh ke.,1,2
Sab kuch best hai.,14,1
Time pe delivery hui.,12,1
Apna paisa vasool hua.,14,1
Product ki quality bahut badiya hai.,14,1
Delivery mein problem hui.,4,2
Great value for money.,14,1
Mujhe pasand aaya.,13,1
Product ko return kiya.,2,2
Thoda bekaar product mila.,2,2
Service thik thi.,7,0
I am satisfied with the purchase.,14,1
Design bahut accha hai.,14,1
Poor response from customer service.,2,2
Expected better from this product.,4,2
Price sahi tha.,11,1
Quality thoda behtar ho sakti thi.,7,0
Bahut hi kharab experience.,1,2
Nice product overall.,13,1
Thoda slow delivery thi.,5,0
Paisa vasool product.,14,1
Delivered on time.,12,1
Support team helpful thi.,13,1
Product ki packing achhi thi.,12,1
Product ne dil khush kar diya.,14,1
Item defective tha.,2,2
Staff bohot rude tha.,1,2
Value for money.,14,1
Thik hai use kar sakte hain.,7,0
Product theek hai par mehnga hai.,6,0
Mujhe pasand nahi aaya.,3,2
Bahut accha customer service.,13,1
Fast delivery service.,14,1
Problem jaldi solve ho gaya.,13,1
Kharab quality ka saman.,1,2
The product is satisfactory.,12,1
Color bilkul sahi tha.,12,1
Kuch khas nahi tha product me.,6,0
Bohot accha product mila.,14,1
Delivery se khush nahi hua.,3,2
Bohot bekaar packing thi.,1,2
The product met my expectations.,13,1
Bahut accha quality hai product ki.,14,1
Kharab service ne bahut pareshan kiya.,1,2
Delivery time theek tha.,12,1
Price thoda zyada hai.,5,0
Customer support ne madad ki.,13,1
Product expected se behtar tha.,14,1
Kuch khas acha nahi laga.,6,0
Shipping mein delay hua.,4,2
Product ko pasand kiya.,13,1
Poor packaging se problem hui.,2,2
Sab kuch theek tha.,8,0
Paisa bilkul waste nahi gaya.,14,1
Item defective aaya.,1,2
Bahut hi achha experience tha.,14,1
Quality thodi kharab nikli.,3,2
Faster delivery hoti to best hota.,7,0
I really like this product.,14,1
Support team bahut rude thi.,1,2
Mujhe product ki design pasand aayi.,13,1
Product price kam hona chahiye tha.,4,2
Delivery acchi thi.,12,1
The product met all my expectations.,14,1
Kharab quality ki wajah se naraaz hu.,1,2
Satisfied with the purchase.,13,1
Packaging thoda better hota to accha hota.,6,0
Amazing value for money.,14,1
Customer service thoda aur improve karna chahiye.,5,0
Product bahut accha laga mujhe.,14,1
Delivery mein problem aayi.,3,2
Great product very useful.,14,1
Kucha kharidna tha lekin quality poor thi.,2,2
Bahut hi sukhad anubhav tha.,14,1
Price bilkul sahi tha.,13,1
Delay hone ki wajah se frustration hua.,3,2
Product ki quality best hai.,14,1
Service bahut badhiya thi.,14,1
Bohot time laga delivery mein.,4,2
Fatafat delivery hui khush hu.,14,1
Product thoda mehenga zaroor hai.,7,0
Overall badhiya product hai.,14,1
Worst experience ever do not buy!,2,2
Bohot ganda product tha bilkul bekaar.,1,2
Price zyada hai quality theek nahi hai.,3,2
Poor quality very disappointed.,2,2
Nahi pasand aaya.,2,2
Kharab quality bilkul bekaar.,1,2
Bohot gussa aaya.,1,2
Not satisfied with the purchase.,3,2
Poor service very rude staff.,2,2
Bahut shikayat hai.,2,2
Maine dobara nahi kharida.,2,2
Bohot kharab quality material hai.,1,2
Price is too high for the quality offered.,3,2
Price kam hona chahiye.,3,2
Problem solve karne mein der hui.,4,2
Kharab packaging thi.,2,2
The product did not meet my expectations.,2,2
Service mein sudhar chahiye.,3,2
Kharab service di gayi.,1,2
Bahut hi bekaar quality.,1,2
Kabhi nahi kharidungaa.,2,2
Bohot disappoint hua.,1,2
Support team ne madad nahi ki.,2,2
Gussa aaya quality dekh ke.,1,2
Delivery mein problem hui.,4,2
Product ko return kiya.,2,2
Thoda bekaar product mila.,2,2
Poor response from customer service.,2,2
Expected better from this product.,4,2
Bahut hi kharab experience.,1,2
Item defective tha.,2,2
Staff bohot rude tha.,1,2
Mujhe pasand nahi aaya.,3,2
Kharab quality ka saman.,1,2
Delivery se khush nahi hua.,3,2
Bohot bekaar packing thi.,1,2
Kharab service ne bahut pareshan kiya.,1,2
Shipping mein delay hua.,4,2
Poor packaging se problem hui.,2,2
Item defective aaya.,1,2
Quality thodi kharab nikli.,3,2
Support team bahut rude thi.,1,2
Product price kam hona chahiye tha.,4,2
Kharab quality ki wajah se naraaz hu.,1,2
Delivery mein problem aayi.,3,2
Kucha kharidna tha lekin quality poor thi.,2,2
Delay hone ki wajah se frustration hua.,3,2
Bohot time laga delivery mein.,4,2
Customer support ne help nahi ki.,1,2
Kharab packing ke karan product genu nahi kar paya.,2,2
Delivery mein der hone ki wajah se naraaz hu.,3,2
Support team rude thi.,1,2
Bohot hi kharab experience tha.,1,2
The product did not meet expectations.,2,2
Kharab quality se bohot niraash hu.,1,2
Poor customer support ne bahut pareshan kiya.,2,2
Kharab service ne bahut gussa dilaaya.,1,2
Item defective tha disappointed.,2,2
Support team ne der se response diya.,4,2
Kharab quality se bekar lag raha hai.,2,2
Product mujhe bilkul pasand nahi aaya.,1,2
Customer support rude tha.,1,2
Product ko return kar diya.,2,2
Support staff rude tha.,1,2
Packaging ki wajah se product toot gaya.,2,2
Kharab experience hua purchase mein.,1,2
Package theek nahi tha.,3,2
Shipment mein der hui naraaz hu.,4,2
Bohot kharab product aaya.,1,2
Delivery mein dikkat aayi.,3,2
Product mujhe pasand nahi aya.,2,2
Bad customer service se naraaz hu.,2,2
Product defective aaya tha.,1,2
Kharab packing se product damage ho gaya.,1,2
Shipment time delay tha.,4,2
Poor packaging ne product ko kharab kar diya.,1,2
Kharab packaging ke karan product damage ho gaya.,2,2
Product defective nikla disappointed.,1,2
Product ki quality dheemi hai.,3,2
Kharab quality se totally niraash hua.,1,2
Price kam hona chahiye tha.,4,2
Kharab service ne pareshani badha di.,2,2
Mujhe kuch khas niraasha hui product se.,3,2
Support staff bohot rude tha.,1,2
Kharab packing ki wajah se product damage ho gaya.,2,2
Bahut hi bekaar product tha.,1,2
Product return karna pada defective hone ke karan.,2,2
Poor customer support experience.,2,2
Delivery mein late hone se pareshaani hui.,3,2
Product defective tha bohot niraash hua.,1,2
Bohot kharab experience tha purchase process ka.,1,2
Product ko return karna pada defective hone ki wajah se.,2,2
Kharab packaging ke kaaran product damage ho gaya.,2,2
Support team rude thi disappointed.,1,2
Mujhe product bilkul pasand nahi aaya.,2,2
Shipping cost zyada tha.,4,2
Package kharab tha par product achha tha.,3,2
Product defective tha disappointed.,2,2
Poor customer support ne pareshani badha di.,2,2
Product price kam hona chahiye tha.,4,2
Delivery mein der hone se pareshaani hui.,3,2
Product defective tha bohot niraash hua.,1,2
Bohot kharab experience tha purchase process ka.,1,2
Product ko return karna pada defective hone ki wajah se.,2,2
Kharab packaging ke kaaran product damage ho gaya.,2,2
Support team rude thi disappointed.,1,2
Mujhe product bilkul pasand nahi aaya.,2,2
Shipping cost zyada tha.,4,2
Package kharab tha par product achha tha.,3,2
Product defective tha disappointed.,2,2
Poor customer support ne pareshani badha di.,2,2
Product price kam hona chahiye tha.,4,2
Mujhe product ki quality pasand nahi aayi.,2,2
Product defective nikla bahut niraash hua.,1,2
Staff bohot rude tha disappointed.,1,2
Price ki wajah se thoda pareshan hu.,4,2
Delivery mein delay hua niraash hua.,3,2
Mujhe product bilkul pasand nahi aaya.,2,2
Product faulty nikla pareshan hua.,2,2
Customer support rude tha.,1,2
Kuch khas bekaar tha.,3,2
Bohot bekaar quality thi.,1,2
Delivery mein dikkat aayi.,3,2
Poor service very rude staff.,2,2
Item defective tha disappointed.,2,2
Shipping mein delay hua.,4,2
Problem solve karne mein der hui.,4,2
Product ko return kiya.,2,2
Support team ne madad nahi ki.,2,2
Poor response from customer service.,2,2
Movie ka storyline bahut zabardast tha South Africa.,14,1
Show ke acting mein thoda improvement chahiye. Pakistan,4,2
Post par mila deal bahut hi acha tha India.,14,1
Movie ne mujhe pura entertain kiya Brazil.,13,1
Show ka plot thoda confusing tha USA.,5,0
Deal ke terms samajh mein nahi aaye. Australia.,2,2
Movie ka background score amazing tha. UK.,14,1
Show ka last episode disappointing tha. Canada.,2,2
Post ki photos bahut sundar hain. Germany.,14,1
Mujhe deal nahi pasand aayi Singapore.,1,2
Movie ka direction bohot bekaar tha. France.,2,2
Show ke costumes bahut acche the India.,14,1
Post par di gayi information helpful lagi. Brazil.,13,1
Deal se mujhe fayda hua USA.,14,1
Movie ke dialogues oversimplified the story. UK.,4,2
Show ka acting outstanding tha Pakistan.,14,1
Post ka design creative tha. Australia.,14,1
Deal price fair tha Canada.,14,1
Movie ki cinematography kaafi impressive thi India.,14,1
Show ka pacing slow tha. USA.,5,0
Post ki language clear aur concise thi Germany.,14,1
Deal ki details confusing thi Singapore.,3,2
Movie ne expectations poori ki. Brazil.,14,1
Show mein scenes kaafi emotional the. Pakistan.,14,1
Deal ko lene ki process complicated thi US.,2,2
Movie ka concept unique tha India.,14,1
Show ke costumes thoda outdated lage UK.,5,0
Post ki caption bahut interesting thi Australia.,14,1
Deal mein hidden charges the Canada.,2,2
Movie ka ending expected se alag tha USA.,14,1
Show ka soundtrack behtareen tha Pakistan.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Deal ki validity kam thi India.,2,2
Movie ke actors ne apni performance mein jaan daal di UK.,14,1
Show ke dialogues natural the Australia.,14,1
Post par mila unwanted spam USA.,2,2
Deal ke features achhe the Canada.,14,1
Movie ka pace acha tha India.,14,1
Show ki direction mehengi lagi Pakistan.,5,0
Post ka visual appeal high tha Brazil.,14,1
Deal par aaye discounts bahut laabhdayak the UK.,14,1
Movie ke characters realistic the USA.,14,1
Show mein comedy kaafi achhi thi India.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Deal ka customer service acha tha Canada.,14,1
Movie mein thodi dull moments the USA.,6,0
Show ki storyline predictable thi Pakistan.,4,2
Post par milne wala response achha tha Brazil.,14,1
Deal se related documents clear the UK.,14,1
Movie ka storyline bahut zabardast tha South Africa.,14,1
Show ke acting mein thoda improvement chahiye Pakistan.,4,2
Post par mila deal bahut hi acha tha India.,14,1
Movie ne mujhe pura entertain kiya Brazil.,13,1
Show ka plot thoda confusing tha USA.,5,0
Deal ke terms samajh mein nahi aaye Australia.,2,2
Movie ka background score amazing tha UK.,14,1
Show ka last episode disappointing tha Canada.,2,2
Post ki photos bahut sundar hain Germany.,14,1
Mujhe deal nahi pasand aayi Singapore.,1,2
Movie ka direction bohot bekaar tha France.,2,2
Show ke costumes bahut acche the India.,14,1
Post par di gayi information helpful lagi Brazil.,13,1
Deal se mujhe fayda hua USA.,14,1
Movie ke dialogues oversimplified the story UK.,4,2
Show ka acting outstanding tha Pakistan.,14,1
Post ka design creative tha Australia.,14,1
Deal price fair tha Canada.,14,1
Movie ki cinematography kaafi impressive thi India.,14,1
Show ka pacing slow tha USA.,5,0
Post ki language clear aur concise thi Germany.,14,1
Deal ki details confusing thi Singapore.,3,2
Movie ne expectations poori ki Brazil.,14,1
Show mein scenes kaafi emotional the Pakistan.,14,1
Deal ko lene ki process complicated thi USA.,2,2
Movie ka concept unique tha India.,14,1
Show ke costumes thoda outdated lage UK.,5,0
Post ki caption bahut interesting thi Australia.,14,1
Deal mein hidden charges the Canada.,2,2
Movie ka ending expected se alag tha USA.,14,1
Show ka soundtrack behtareen tha Pakistan.,14,1
Post manage karne mein thodi dikkat hui Brazil.,4,2
Deal ki validity kam thi India.,2,2
Movie ke actors ne apni performance mein jaan daal di UK.,14,1
Show ke dialogues natural the Australia.,14,1
Post par mila unwanted spam USA.,2,2
Deal ke features achhe the Canada.,14,1
Movie ka pace acha tha India.,14,1
Show ki direction mehengi lagi Pakistan.,5,0
Post ka visual appeal high tha Brazil.,14,1
Deal par aaye discounts bahut laabhdayak the UK.,14,1
Movie ke characters realistic the USA.,14,1
Show mein comedy kaafi achhi thi India.,14,1
Post mein thodi hatt ke baatein thi Australia.,7,0
Deal ka customer service acha tha Canada.,14,1
Movie mein thodi dull moments the USA.,6,0
Show ki storyline predictable thi Pakistan.,4,2
Post par milne wala response achha tha Brazil.,14,1
Deal se related documents clear the UK.,14,1
Movie ka climax bohot thrilling tha mujhe bohot pasand aaya USA.,14,1
Show ka script thoda weak laga expectations poore nahi hue India.,4,2
Post par mila discount deal kaafi faidemand tha UK.,14,1
Movie ka music outstanding tha sabko pasand aaya Canada.,14,1
Show ka direcciÃ³n behtar ho sakta tha thoda disappointing tha Australia.,3,2
Wo post bahut informative thi achha laga mujhe Pakistan.,14,1
Deal ki terms jaanna thoda mushkil tha samajhna mushkil hua Brazil.,2,2
Movie mein acting kaafi natural thi khub saraha Germany.,14,1
Show ka ending thoda predictable tha nayi twist ki kami thi South Africa.,6,0
Post ki photos quality kaafi achhi thi share karna pasand kiya France.,14,1
Deal ki offer limited time ka tha par mujhe achha laga Italy.,14,1
Movie ka storyline bohot engaging tha entertainment rich Thailand.,14,1
Show ke dialogues sabse powerful the acting bhi karo India.,14,1
Post par kaafi valuable feedback mila appreciate kiya Singapore.,14,1
Deal ki price reasonable thi purchase karna sahi decision tha USA.,14,1
Movie ke scenes visually stunning the kaafi creative laga Canada.,14,1
Show mein kuch scenes thode confused kar dene wale the clarity better ho sakti thi UK.,5,0
Post ki content style bohot pasand aayi informative thi Australia.,14,1
Deal se milne wala product quality sahi thi khush hu main Brazil.,14,1
Movie ka acting top-class tha story bhi zabardast thi recommend karta hu India.,14,1
Show ke costumes kareeb season ke hisaab se ache thay pasand kiya France.,14,1
Post mein diye gaye tips kaafi upyogi hain useful laga mujhe USA.,14,1
Deal mein kuch hidden charges nikalke aaye thoda niraash hua Thailand.,2,2
Movie ke music ne mood banaya background score bohot acha tha UK.,14,1
Show ke visuals aur cinematography ne impress kiya bohot pasand aaya Canada.,14,1
Post ki language simple aur samajhne layak thi easy laga India.,14,1
Deal ki validity exceed ho gayi thi jawab nahi mila frustrating experience Italy.,1,2
Movie ka plot thoda slow start tha but aage achha bana Pakistan.,7,0
Show ka overall impact positive tha enjoy kiya France.,14,1
Post par acche se engagement mila feedback bhi positive tha Brazil.,14,1
Completely dissatisfied with the recent update.,2,2
The overall atmosphere was really disappointing.,3,2
Not happy with the service provided.,2,2
Customer care needs serious improvement.,3,2
Had to wait too long for any resolution.,4,2
Quality has degraded noticeably over the last month.,3,2
I'm frustrated with the terms and conditions.,4,2
Expectation was higher than the actual outcome.,3,2
The support team did not respond promptly.,5,2
Displeased with the current changes.,2,2
It was a frustrating experience from start to finish.,1,2
Repeated issues with no proper fix.,2,2
Slow and inefficient processes encountered.,3,2
Rude behavior noticed during last interaction.,1,2
The features are not as described.,4,2
Till date no satisfactory solution has been offered.,3,2
The recent version introduced many bugs.,2,2
Poor response rate from customer support.,1,2
I faced issues that were never acknowledged.,3,2
Service quality has hit a new low recently.,2,2
Nothing works as it used to before.,3,2
The problem was escalated but not solved.,4,2
Frequently experiencing crashes and errors.,3,2
Declining standards in performance recently.,2,2
Promises were made but never fulfilled.,3,2
Too many complications with basic functions.,4,2
Lack of proper guidance and follow up.,3,2
Unpleasant experience with latest update.,2,2
Disappointed with the delay in support response.,3,2
Customer service often seems unhelpful.,1,2
The product feels unreliable now.,3,2
Information provided was confusing and contradictory.,4,2
Repeated failures led to loss of confidence.,2,2
Support channels are hard to reach.,3,2
Not a good value for the money invested.,4,2
Persistent bugs have ruined the experience.,3,2
The new interface is difficult to navigate.,2,2
Issues remain unresolved despite multiple complaints.,3,2
Communication from support has been lacking.,1,2
Instructions are unclear and unhelpful.,4,2
The updates caused more problems than they fixed.,3,2
Customer queries seem to be ignored.,2,2
The product quality is no longer consistent.,3,2
Troubleshooting advice often contradictory.,4,2
The whole process was tedious and inefficient.,3,2
Customer satisfaction seems to be forgotten.,2,2
Long wait times and unresponsive support.,1,2
The help desk was rude and uncooperative.,2,2
Promises for resolution never materialized.,3,2
I regret depending on this service.,4,2
Constant glitches affecting my daily usage.,3,2
Experience has been below expectations on many levels.,2,2
The new updates are poorly tested.,3,2
Lack of transparency in the entire process.,4,2
Problems escalated but no follow through.,3,2
Service disappoints more than it helps.,2,2
Lost trust due to repeated failures.,3,2
The process to get support is overly complicated.,4,2
Misleading information affected decision making.,3,2
Poor training reflected in customer interactions.,2,2
The experience left much to be desired.,3,2
Upcoming changes might worsen the situation.,4,2
Reported problems are still outstanding.,3,2
Quality and reliability have dropped considerably.,2,2
Hard to get assistance at crucial moments.,3,2
The product did not meet advertised standards.,4,2
Suggested solutions were ineffective.,3,2
The waiting time was frustrating and unproductive.,2,2
Support responses were slow and unhelpful.,3,2
Inadequate fixes implemented in patches.,4,2
Customer feedback seems to be ignored.,3,2
Repeat issues indicate lack of proper testing.,2,2
User experience has deteriorated significantly.,3,2
Instructions often raise more questions than answers.,4,2
The bugs overshadow the features offered.,3,2
More frustration than satisfaction from usage.,2,2
Difficult to get timely support when needed.,3,2
Several interaction issues with service staff.,4,2
Problems frequently recur despite reporting.,2,2
Customer help lines are long and ineffective.,3,2
Not recommended due to poor experience.,2,2
The service did not fulfill basic requirements.,3,2
Very disappointed with the recent changes.,4,2
Follow up after complaints is almost nonexistent.,3,2
Many features don't work as expected.,2,2
Repeated letdowns with customer service.,3,2
System often crashes during use.,4,2
The support process is unnecessarily complex.,3,2
Customer service is not adequately trained.,2,2
Overall a very frustrating experience.,3,2
Confusing and inconsistent information provided.,4,2
Service quality has dropped dramatically.,3,2
Interface changes made navigation harder.,2,2
Support frequently fails to resolve critical issues.,3,2
Very little consideration for customer feedback.,4,2
Quality now inconsistent between batches.,3,2
Technical problems are persistent and unresolved.,2,2
Instructions are vague and incomplete.,3,2
The whole experience left me frustrated.,4,2
Recent upgrades have caused stability issues.,3,2
Customer complaints take a long time to address.,2,2
Lack of clarity in communication from support.,3,2
Support seems overwhelmed and inefficient.,4,2
Repeated errors diminish trust in the product.,3,2
Problems with resolution are very common.,2,2
Customer satisfaction clearly not prioritized.,3,2
Guidance provided is often contradictory.,4,2
The service is below standard expectations.,3,2
Too much downtime and maintenance issues.,2,2
Difficult to get help when facing problems.,3,2
Misleading claims about product features.,4,2
The support team hasn't met my expectations.,3,2
Issue tracking lacks transparency and updates.,2,2
Problems escalate without proper resolution.,3,2
The experience was more problematic than helpful.,4,2
Support replies often come too late.,3,2
Promises made to customers are rarely kept.,2,2
Overall disappointed with the interaction quality.,3,2
